mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.15686697959899903,0.0014937129548249753,0.004093647003173828,0.00023146782751527002,0.8,0.0,0.01,3,3,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 300, 'subsample': 0.8}",0.9420138888888889,0.8614583333333333,0.9395833333333333,0.8427083333333334,0.8854166666666667,0.8942361111111111,0.0403642510440325,419,0.9727647569444444,0.9783637152777778,0.9766710069444444,0.9791883680555555,0.9728732638888888,0.9759722222222222,0.002699722556261493
0.15339126586914062,0.0005305967762533859,0.0038159370422363283,7.187256884658234e-05,0.8,0.0,0.01,3,3,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 300, 'subsample': 1.0}",0.9378472222222223,0.8565972222222223,0.9413194444444444,0.8427083333333334,0.8708333333333333,0.8898611111111112,0.04157536292648728,610,0.9735243055555556,0.9748263888888888,0.9734592013888889,0.9784722222222222,0.9738064236111111,0.9748177083333334,0.0018919130936273672
0.05636873245239258,0.0007180003373251756,0.0025940895080566405,9.901045650628356e-05,0.8,0.0,0.01,3,5,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",0.9145833333333334,0.8454861111111112,0.9222222222222223,0.7930555555555556,0.8819444444444444,0.8714583333333333,0.04768280288907128,944,0.9395833333333334,0.9534722222222223,0.9465711805555554,0.949609375,0.9444227430555556,0.9467317708333333,0.004694078138958974
0.05597810745239258,0.0007192011481657557,0.002709770202636719,0.00013347153315942535,0.8,0.0,0.01,3,5,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1.0}",0.9100694444444445,0.8397569444444445,0.9118055555555555,0.7835069444444445,0.8732638888888888,0.8636805555555555,0.04808311970393521,967,0.9394205729166667,0.9490885416666667,0.9500000000000001,0.9425672743055555,0.9364908854166667,0.9435134548611112,0.005293775261290161
0.10601553916931153,0.0014163982746187161,0.0034693241119384765,0.0003397221171698905,0.8,0.0,0.01,3,5,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 0.8}",0.9277777777777777,0.8520833333333333,0.9267361111111111,0.8149305555555555,0.8777777777777778,0.8798611111111111,0.04355501080299927,875,0.954861111111111,0.9627821180555555,0.9588107638888889,0.9632595486111112,0.9557942708333332,0.9591015624999999,0.003459465498596034
0.10651073455810547,0.001961223438580419,0.0032475471496582033,0.00017655847338340645,0.8,0.0,0.01,3,5,200,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 1.0}",0.9312499999999999,0.8465277777777778,0.9190972222222222,0.8,0.8645833333333334,0.8722916666666667,0.04819984759977952,936,0.95546875,0.9626953125000001,0.9613715277777778,0.9608289930555555,0.9531467013888889,0.9587022569444444,0.003712472777768908
0.15556879043579103,0.002531735098693341,0.004025316238403321,0.0005008670499210203,0.8,0.0,0.01,3,5,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 300, 'subsample': 0.8}",0.9361111111111111,0.859375,0.9315972222222222,0.8197916666666667,0.8815972222222221,0.8856944444444445,0.04404902221417281,766,0.9634765625,0.970681423611111,0.9682291666666667,0.9713324652777778,0.9639105902777777,0.9675260416666667,0.0032987710122062476
0.15607895851135253,0.002517537765609701,0.004020071029663086,0.0004191510532087246,0.8,0.0,0.01,3,5,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 300, 'subsample': 1.0}",0.9427083333333333,0.8607638888888889,0.9215277777777778,0.8149305555555556,0.8559027777777778,0.8791666666666668,0.04655782611805993,889,0.9667751736111111,0.9715277777777778,0.9715494791666666,0.9720920138888889,0.9637369791666667,0.9691362847222222,0.0033168185819974195
0.0797487735748291,0.00103244457979046,0.0028694629669189452,0.00018802787788329138,0.8,0.0,0.01,5,1,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",0.9447916666666667,0.8604166666666667,0.9309027777777777,0.85625,0.8732638888888888,0.8931249999999998,0.03720394970237422,470,0.9877821180555555,0.992947048611111,0.9893446180555556,0.9899522569444446,0.9863281249999999,0.9892708333333333,0.0022298047719447917
0.08046503067016601,0.0010523238575647909,0.0029977798461914063,0.0001355158787669808,0.8,0.0,0.01,5,1,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",0.9361111111111111,0.8291666666666667,0.9269097222222222,0.829861111111111,0.8663194444444444,0.8776736111111111,0.04605868421888872,906,0.9885850694444444,0.9931640625,0.9886501736111112,0.9887152777777777,0.9857204861111112,0.9889670138888889,0.0023859924579014767
0.15220274925231933,0.0008637394456985647,0.003948879241943359,0.00010102326095797953,0.8,0.0,0.01,5,1,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",0.9572916666666668,0.8628472222222222,0.9399305555555556,0.857986111111111,0.882638888888889,0.9001388888888888,0.040800960334256044,238,0.9932942708333333,0.9966579861111111,0.9946831597222221,0.9946831597222222,0.9930989583333333,0.9944835069444444,0.001275879264986828
0.15147323608398439,0.001128473608633328,0.0036266803741455077,0.00021563368196046367,0.8,0.0,0.01,5,1,200,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",0.951388888888889,0.8496527777777778,0.9475694444444445,0.8493055555555555,0.864236111111111,0.8924305555555556,0.046906316699313534,499,0.995138888888889,0.9973524305555556,0.9948133680555554,0.9951171875,0.9922309027777778,0.9949305555555557,0.00162760995369341
0.22238411903381347,0.0007505589638288373,0.004009771347045899,0.00011308938900020732,0.8,0.0,0.01,5,1,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 300, 'subsample': 0.8}",0.9590277777777778,0.875,0.9430555555555555,0.8645833333333334,0.8850694444444444,0.9053472222222222,0.03820302933822506,63,0.9962456597222223,0.9985243055555556,0.9973307291666667,0.9974826388888889,0.9969401041666667,0.9973046875000001,0.0007448857506620206
0.22314786911010742,0.0009372923980178927,0.004402923583984375,0.00038078931088931844,0.8,0.0,0.01,5,1,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 300, 'subsample': 1.0}",0.9583333333333334,0.8659722222222223,0.9486111111111111,0.8572916666666667,0.8701388888888888,0.9000694444444445,0.04390756459193634,242,0.9973741319444444,0.9987196180555555,0.9978732638888889,0.9982855902777777,0.9962239583333333,0.9976953125,0.0008599228402504565
0.0779684066772461,0.0005239575221782691,0.0030619144439697266,0.00023849469877091457,0.8,0.0,0.01,5,3,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",0.9381944444444444,0.8513888888888888,0.9274305555555555,0.8215277777777777,0.8861111111111112,0.8849305555555557,0.04424848292021709,793,0.9704427083333333,0.9802083333333332,0.9778645833333333,0.9773220486111112,0.9710720486111111,0.9753819444444446,0.003903659441919033
0.07810091972351074,0.0009841538554055903,0.0029994487762451173,0.0003448283640002432,0.8,0.0,0.01,5,3,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",0.9322916666666667,0.8375,0.9288194444444444,0.8225694444444445,0.8725694444444445,0.8787499999999999,0.04532036170624839,896,0.9724826388888889,0.9789496527777777,0.9769965277777778,0.9767903645833333,0.9659071180555555,0.9742252604166666,0.004664928455681205
0.14597506523132325,0.0006538061957993292,0.0034361839294433593,0.0001878093594305775,0.8,0.0,0.01,5,3,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",0.9486111111111111,0.8593750000000001,0.9371527777777778,0.8447916666666666,0.8875000000000001,0.8954861111111111,0.04122158111960286,373,0.9814019097222222,0.987087673611111,0.9861328125,0.9867621527777778,0.9823784722222222,0.9847526041666665,0.002377371057443996
0.1459343910217285,0.0006709834433314848,0.0032412528991699217,0.00017521137248046372,0.8,0.0,0.01,5,3,200,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",0.9520833333333333,0.8534722222222222,0.9378472222222223,0.8434027777777777,0.8722222222222222,0.8918055555555554,0.04460723225838034,531,0.9857421875,0.98828125,0.9860026041666666,0.9873046875,0.9829427083333334,0.9860546875,0.0018058163707190295
0.2142242431640625,0.0011433713757138246,0.004014825820922852,0.00015728028225919444,0.8,0.0,0.01,5,3,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 300, 'subsample': 0.8}",0.9517361111111111,0.8625,0.9409722222222222,0.8472222222222222,0.8930555555555555,0.8990972222222222,0.041451760599401845,276,0.9882595486111112,0.9923828125,0.9915364583333334,0.9913845486111111,0.9891059027777778,0.9905338541666667,0.0015721993512458423
0.21361160278320312,0.0010085701981191622,0.0038967132568359375,9.37242812201625e-05,0.8,0.0,0.01,5,3,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 300, 'subsample': 1.0}",0.9618055555555555,0.8618055555555555,0.9399305555555555,0.8458333333333333,0.8833333333333333,0.8985416666666666,0.04488733323762042,290,0.9896267361111112,0.9926866319444443,0.992795138888889,0.9929470486111112,0.9899088541666666,0.9915928819444444,0.001495135925482174
0.07425594329833984,0.0007177188741148219,0.002727651596069336,0.000355750899513344,0.8,0.0,0.01,5,5,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",0.9326388888888889,0.8479166666666667,0.9225694444444444,0.8065972222222222,0.882638888888889,0.8784722222222221,0.04689480034484332,899,0.9545355902777778,0.9674913194444444,0.9617621527777778,0.9643663194444445,0.9572699652777777,0.9610850694444444,0.004684352241717019
0.07568073272705078,0.0008504334236494329,0.0027416229248046877,0.0003004851846076099,0.8,0.0,0.01,5,5,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1.0}",0.9270833333333334,0.8399305555555556,0.925,0.7972222222222223,0.8722222222222221,0.8722916666666667,0.04992587097480215,936,0.9595920138888889,0.9701822916666666,0.9668185763888889,0.9618381076388889,0.9575303819444445,0.9631922743055557,0.004666113522964411
0.14182696342468262,0.001106965406723149,0.0033867359161376953,9.645214703741635e-05,0.8,0.0,0.01,5,5,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 0.8}",0.9447916666666667,0.8534722222222222,0.9312500000000001,0.8302083333333332,0.8802083333333334,0.8879861111111111,0.0440195619744195,682,0.9678819444444444,0.9776909722222222,0.9732638888888889,0.9763888888888889,0.9679904513888888,0.9726432291666665,0.004103975352163467
0.1432412624359131,0.0009985017981318759,0.0034744739532470703,0.0004914653280405559,0.8,0.0,0.01,5,5,200,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': 1.0}",0.9489583333333333,0.8451388888888889,0.939236111111111,0.8118055555555556,0.8631944444444445,0.8816666666666666,0.05366280970152166,859,0.9746310763888889,0.9804036458333333,0.9791232638888889,0.977712673611111,0.9694010416666667,0.9762543402777778,0.003928788182045267
0.2065056324005127,0.0006500860131038516,0.003874349594116211,0.00015832447077203756,0.8,0.0,0.01,5,5,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 300, 'subsample': 0.8}",0.9524305555555556,0.865625,0.9350694444444444,0.8274305555555557,0.8777777777777778,0.8916666666666668,0.045985647586509144,534,0.9762369791666666,0.9832682291666667,0.9806206597222222,0.9820746527777778,0.9759765625,0.9796354166666668,0.0030018159370209956
0.21193962097167968,0.0015244708821723551,0.0039745807647705075,0.0002316353297270367,0.8,0.0,0.01,5,5,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 300, 'subsample': 1.0}",0.953125,0.8625,0.9392361111111112,0.8243055555555555,0.8652777777777778,0.888888888888889,0.04916499918704088,647,0.9827473958333333,0.9864800347222221,0.9859592013888889,0.9846788194444444,0.9780164930555555,0.9835763888888888,0.0030634614026976005
0.10267372131347656,0.0007032410090340786,0.0031908035278320314,0.00020903881873577553,0.8,0.0,0.01,7,1,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",0.9465277777777777,0.8621527777777778,0.9315972222222222,0.8496527777777778,0.8722222222222221,0.8924305555555556,0.03902715993975173,499,0.9944878472222223,0.9977430555555555,0.9961588541666667,0.9962456597222221,0.9957899305555555,0.9960850694444445,0.001040997325460763
0.10347018241882325,0.00101464198495758,0.002546405792236328,4.239873415377237e-05,0.8,0.0,0.01,7,1,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",0.9378472222222222,0.8295138888888889,0.9291666666666667,0.8434027777777778,0.8704861111111111,0.8820833333333333,0.04409235537447659,854,0.9963107638888888,0.9981987847222221,0.9974392361111111,0.9965277777777778,0.996484375,0.9969921874999998,0.000720224601135095
0.1949376106262207,0.0007285733583350654,0.0035369396209716797,6.073771210676121e-05,0.8,0.0,0.01,7,1,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",0.9579861111111111,0.8611111111111112,0.939236111111111,0.8545138888888889,0.8822916666666667,0.8990277777777778,0.04193340546422575,280,0.997829861111111,0.9990668402777779,0.9985894097222223,0.9987630208333333,0.998263888888889,0.9985026041666668,0.000425037089317595
0.2003997802734375,0.001517925677196326,0.003761959075927734,0.0006049989788420059,0.8,0.0,0.01,7,1,200,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",0.9520833333333334,0.8333333333333334,0.9430555555555555,0.8472222222222223,0.8680555555555556,0.8887500000000002,0.04936401073206627,656,0.9988932291666668,0.9995659722222222,0.9992838541666667,0.9991319444444444,0.9987630208333332,0.9991276041666668,0.0002844124118994072
0.2902815818786621,0.0009544719626651821,0.004362821578979492,0.00013638284636370533,0.8,0.0,0.01,7,1,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 300, 'subsample': 0.8}",0.9607638888888889,0.8701388888888889,0.9385416666666666,0.85625,0.8861111111111111,0.9023611111111111,0.04036950761480412,162,0.9992838541666668,0.999587673611111,0.9996093749999999,0.9996310763888888,0.999197048611111,0.9994618055555555,0.00018332215348905095
0.2966022491455078,0.0030282512989725247,0.004497671127319336,0.00013588851757534258,0.8,0.0,0.01,7,1,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 300, 'subsample': 1.0}",0.9604166666666666,0.85625,0.9437499999999999,0.8541666666666667,0.871875,0.8972916666666666,0.045460605656619475,318,0.9996527777777777,0.9999565972222222,0.9998263888888889,0.9999565972222222,0.9995442708333333,0.9997873263888888,0.00016493055555555767
0.09241986274719238,0.0007971018371768673,0.0027876853942871093,8.286856377959081e-05,0.8,0.0,0.01,7,3,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",0.9406249999999999,0.8482638888888889,0.9315972222222222,0.8194444444444444,0.8819444444444444,0.884375,0.04673306701329513,810,0.9749782986111111,0.9822699652777777,0.9814670138888889,0.9819444444444445,0.975759548611111,0.9792838541666666,0.003216219049061676
0.09684247970581054,0.0006148906102863131,0.003028202056884766,0.00022629881714527527,0.8,0.0,0.01,7,3,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",0.9437500000000001,0.8364583333333333,0.9378472222222223,0.8288194444444443,0.8684027777777779,0.8830555555555556,0.049017350165874496,836,0.977756076388889,0.9856987847222223,0.984201388888889,0.982638888888889,0.9753038194444444,0.9811197916666667,0.003947434320492589
0.1786783218383789,0.00038640640853670837,0.003610992431640625,0.00011495055525962481,0.8,0.0,0.01,7,3,200,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",0.9517361111111111,0.8545138888888888,0.939236111111111,0.8472222222222223,0.8881944444444445,0.8961805555555555,0.04274811832549321,352,0.985546875,0.9903428819444444,0.9898654513888889,0.9896267361111111,0.9861545138888889,0.9883072916666666,0.0020281407976281665
0.18887948989868164,0.0014401349695234813,0.0037464141845703126,0.0001849102074914942,0.8,0.0,0.01,7,3,200,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",0.954513888888889,0.85625,0.9381944444444444,0.8541666666666666,0.8677083333333333,0.8941666666666667,0.043169316556731736,423,0.990060763888889,0.9925998263888889,0.9921657986111112,0.9927300347222222,0.9878038194444445,0.9910720486111112,0.001896487839173206
0.2658897876739502,0.001712975239402417,0.004542350769042969,0.00032181905488008685,0.8,0.0,0.01,7,3,300,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 300, 'subsample': 0.8}",0.9555555555555555,0.8628472222222222,0.9454861111111111,0.8468749999999999,0.8951388888888889,0.9011805555555554,0.043300490581145865,207,0.9913411458333334,0.9945746527777778,0.9947265624999999,0.993967013888889,0.9922743055555556,0.9933767361111112,0.0013389880047380651
0.27597222328186033,0.0026693047628837943,0.0043808937072753905,0.00016856024254322446,0.8,0.0,0.01,7,3,300,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 3, 'n_estimators': 300, 'subsample': 1.0}",0.9559027777777778,0.8618055555555555,0.9413194444444444,0.8541666666666666,0.8819444444444444,0.8990277777777778,0.04174494960951846,280,0.9958767361111112,0.9963975694444445,0.9963975694444445,0.9963975694444446,0.9931857638888889,0.9956510416666667,0.0012490351214309147
0.08326902389526367,0.0004033100297739298,0.0031135082244873047,0.0002445319790412001,0.8,0.0,0.01,7,5,100,0.8,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",0.9315972222222223,0.8486111111111111,0.9211805555555556,0.8055555555555556,0.8840277777777777,0.8781944444444445,0.04665891552691885,902,0.9552300347222222,0.9687065972222223,0.9620876736111111,0.9655381944444444,0.9595269097222222,0.9622178819444445,0.004673675118484035
0.09022684097290039,0.001795850880800905,0.0028575897216796876,0.00015509663491256726,0.8,0.0,0.01,7,5,100,1.0,"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1.0}",0.9347222222222221,0.8402777777777777,0.9274305555555556,0.803125,0.8739583333333334,0.8759027777777778,0.05036738102172532,920,0.9615885416666666,0.9721788194444444,0.97109375,0.9644097222222221,0.9595269097222222,0.9657595486111111,0.005054223188956792
